IMPLEMENTED BY,RMF CONTROL FAMILY,RMF CONTROL NUMBER,RMF CONTROL NAME - CONTROL ENHANCEMENT NAME,BASELINE IMPACT,CSF FUNCTION,CSF CATEGORY,CSF SUBCATEGORY,PRIVACY,HVA,FSA,FPKI
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-2(1),ACCESS BY POSITION AND ROLE,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-2(2),TWO FORMS OF IDENTIFICATION,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-2(3),RESTRICT UNESCORTED ACCESS,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-20,ASSET MONITORING AND TRACKING,NA,DETECT,DE.CM,DE.CM-2,NO,NO,YES,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-20,ASSET MONITORING AND TRACKING,NA,DETECT,DE.CM,DE.CM-7,NO,NO,YES,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-20,ASSET MONITORING AND TRACKING,NA,PROTECT,PR.DS,PR.DS-3,NO,NO,YES,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-21,ELECTROMAGNETIC PULSE PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-22,COMPONENT MARKING,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-23,FACILITY LOCATION,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3,PHYSICAL ACCESS CONTROL,L/M/H,PROTECT,PR.AC,PR.AC-2,NO,YES,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3(1),SYSTEM ACCESS,H,NA,NA,NA,NO,YES,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3(2),FACILITY AND SYSTEMS,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3(3),CONTINUOUS GUARDS,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3(4),LOCKABLE CASINGS,NA,NA,NA,NA,NO,NO,NO,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3(5),TAMPER PROTECTION,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3(7),PHYSICAL BARRIERS,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-3(8),ACCESS CONTROL VESTIBULES,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-4,ACCESS CONTROL FOR TRANSMISSION,M/H,PROTECT,PR.AC,PR.AC-2,NO,NO,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-5,ACCESS CONTROL FOR OUTPUT DEVICES,M/H,PROTECT,PR.AC,PR.AC-2,NO,NO,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,MONITORING PHYSICAL ACCESS,L/M/H,DETECT,DE.CM,DE.CM-2,NO,NO,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,MONITORING PHYSICAL ACCESS,L/M/H,DETECT,DE.CM,DE.CM-7,NO,NO,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,MONITORING PHYSICAL ACCESS,L/M/H,PROTECT,PR.AC,PR.AC-2,NO,NO,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,MONITORING PHYSICAL ACCESS,L/M/H,RESPOND,RS.AN,RS.AN-1,NO,NO,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6,MONITORING PHYSICAL ACCESS,L/M/H,RESPOND,RS.CO,RS.CO-4,NO,NO,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6(1),INTRUSION ALARMS AND SURVEILLANCE EQUIPMENT,M/H,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6(2),AUTOMATED INTRUSION RECOGNITION AND RESPONSES,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6(3),VIDEO SURVEILLANCE,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-6(4),MONITORING PHYSICAL ACCESS TO SYSTEMS,H,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8,VISITOR ACCESS RECORDS,L/M/H,PROTECT,PR.AC,PR.AC-2,YES,NO,YES,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8(1),AUTOMATED RECORDS MAINTENANCE AND REVIEW,H,NA,NA,NA,NO,NO,NO,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-8(3),LIMIT PERSONALLY IDENTIFIABLE INFORMATION ELEMENTS,NA,NA,NA,NA,YES,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-9,POWER EQUIPMENT AND CABLING,M/H,IDENTIFY,ID.BE,ID.BE-4,NO,NO,NO,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-9,POWER EQUIPMENT AND CABLING,M/H,PROTECT,PR.AC,PR.AC-2,NO,NO,NO,YES
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-9(1),REDUNDANT CABLING,NA,NA,NA,NA,NO,NO,NO,NO
O,PHYSICAL AND ENVIRONMENTAL PROTECTION,PE-9(2),AUTOMATIC VOLTAGE CONTROLS,NA,NA,NA,NA,NO,NO,NO,NO
O,PLANNING,PL-1,POLICY AND PROCEDURES,L/M/H,DETECT,DE.DP,DE.DP-2,YES,NO,YES,YES
O,PLANNING,PL-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-1,YES,NO,YES,YES
O,PLANNING,PL-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-3,YES,NO,YES,YES
O,PLANNING,PL-10,BASELINE SELECTION,L/M/H,NA,NA,NA,NO,YES,YES,YES
O,PLANNING,PL-11,BASELINE TAILORING,L/M/H,NA,NA,NA,NO,NO,YES,YES
O,PLANNING,PL-2,SYSTEM SECURITY AND PRIVACY PLANS,L/M/H,DETECT,DE.DP,DE.DP-5,YES,YES,YES,YES
O,PLANNING,PL-2,SYSTEM SECURITY AND PRIVACY PLANS,L/M/H,PROTECT,PR.IP,PR.IP-7,YES,YES,YES,YES
O,PLANNING,PL-4,RULES OF BEHAVIOR,L/M/H,NA,NA,NA,YES,NO,NO,NO
O,PLANNING,PL-4(1),SOCIAL MEDIA AND EXTERNAL SITE/APPLICATION USAGE RESTRICTIONS,L/M/H,NA,NA,NA,YES,NO,NO,NO
O,PLANNING,PL-7,CONCEPT OF OPERATIONS,NA,NA,NA,NA,NO,NO,NO,NO
O,PLANNING,PL-8,SECURITY AND PRIVACY ARCHITECTURES,M/H,IDENTIFY,ID.AM,ID.AM-3,YES,YES,YES,YES
O,PLANNING,PL-8,SECURITY AND PRIVACY ARCHITECTURES,M/H,PROTECT,PR.PT,PR.PT-5,YES,YES,YES,YES
O,PLANNING,PL-8(1),DEFENSE IN DEPTH,NA,NA,NA,NA,NO,YES,NO,NO
O,PLANNING,PL-8(2),SUPPLIER DIVERSITY,NA,NA,NA,NA,NO,NO,NO,NO
O,PLANNING,PL-9,CENTRAL MANAGEMENT,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-1,INFORMATION SECURITY PROGRAM PLAN,NA,DETECT,DE.DP,DE.DP-2,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-1,INFORMATION SECURITY PROGRAM PLAN,NA,IDENTIFY,ID.GV,ID.GV-1,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-1,INFORMATION SECURITY PROGRAM PLAN,NA,IDENTIFY,ID.GV,ID.GV-2,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-1,INFORMATION SECURITY PROGRAM PLAN,NA,IDENTIFY,ID.GV,ID.GV-3,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-10,AUTHORIZATION PROCESS,NA,IDENTIFY,ID.GV,ID.GV-4,YES,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-11,MISSION AND BUSINESS PROCESS DEFINITION,NA,IDENTIFY,ID.BE,ID.BE-3,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-11,MISSION AND BUSINESS PROCESS DEFINITION,NA,IDENTIFY,ID.GV,ID.GV-4,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-11,MISSION AND BUSINESS PROCESS DEFINITION,NA,IDENTIFY,ID.RA,ID.RA-4,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-11,MISSION AND BUSINESS PROCESS DEFINITION,NA,IDENTIFY,ID.RM,ID.RM-3,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-12,INSIDER THREAT PROGRAM,NA,IDENTIFY,ID.RA,ID.RA-3,NO,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-13,SECURITY AND PRIVACY WORKFORCE,NA,PROTECT,PR.AT,PR.AT-1,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-13,SECURITY AND PRIVACY WORKFORCE,NA,PROTECT,PR.AT,PR.AT-2,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-13,SECURITY AND PRIVACY WORKFORCE,NA,PROTECT,PR.AT,PR.AT-4,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-13,SECURITY AND PRIVACY WORKFORCE,NA,PROTECT,PR.AT,PR.AT-5,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-14,"TESTING, TRAINING, AND MONITORING",NA,DETECT,DE.DP,DE.DP-1,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-14,"TESTING, TRAINING, AND MONITORING",NA,DETECT,DE.DP,DE.DP-2,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-14,"TESTING, TRAINING, AND MONITORING",NA,DETECT,DE.DP,DE.DP-3,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-14,"TESTING, TRAINING, AND MONITORING",NA,DETECT,DE.DP,DE.DP-5,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-14,"TESTING, TRAINING, AND MONITORING",NA,PROTECT,PR.AT,PR.AT-1,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-14,"TESTING, TRAINING, AND MONITORING",NA,PROTECT,PR.IP,PR.IP-10,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-15,SECURITY AND PRIVACY GROUPS AND ASSOCIATIONS,NA,IDENTIFY,ID.RA,ID.RA-1,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-15,SECURITY AND PRIVACY GROUPS AND ASSOCIATIONS,NA,IDENTIFY,ID.RA,ID.RA-2,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-15,SECURITY AND PRIVACY GROUPS AND ASSOCIATIONS,NA,NA,NA,NA,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-15,SECURITY AND PRIVACY GROUPS AND ASSOCIATIONS,NA,RESPOND,RS.AN,RS.AN-5,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-15,SECURITY AND PRIVACY GROUPS AND ASSOCIATIONS,NA,RESPOND,RS.CO,RS.CO-5,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-16,THREAT AWARENESS PROGRAM,NA,IDENTIFY,ID.RA,ID.RA-2,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-16,THREAT AWARENESS PROGRAM,NA,IDENTIFY,ID.RA,ID.RA-3,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-16,THREAT AWARENESS PROGRAM,NA,IDENTIFY,ID.RA,ID.RA-5,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-16(1),AUTOMATED MEANS FOR SHARING THREAT INTELLIGENCE,NA,NA,NA,NA,NO,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-17,PROTECTING CONTROLLED UNCLASSIFIED INFORMATION ON EXTERNAL SYSTEMS,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-18,PRIVACY PROGRAM PLAN,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-19,PRIVACY PROGRAM LEADERSHIP ROLE,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-2,INFORMATION SECURITY PROGRAM LEADERSHIP ROLE,NA,IDENTIFY,ID.AM,ID.AM-6,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-2,INFORMATION SECURITY PROGRAM LEADERSHIP ROLE,NA,IDENTIFY,ID.GV,ID.GV-2,NO,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-20,DISSEMINATION OF PRIVACY PROGRAM INFORMATION,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-20(1),"PRIVACY POLICIES ON WEBSITES, APPLICATIONS, AND DIGITAL SERVICES",NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-21,ACCOUNTING OF DISCLOSURES,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-22,PERSONALLY IDENTIFIABLE INFORMATION QUALITY MANAGEMENT,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-23,DATA GOVERNANCE BODY,NA,NA,NA,NA,NO,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-24,DATA INTEGRITY BOARD,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-25,"MINIMIZE OF PERSONALLY IDENTIFIABLE INFORMATION USED IN TESTING, TRAINING, AND RESEARCH",NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-26,COMPLAINT MANAGEMENT,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-27,PRIVACY REPORTING,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-28,RISK FRAMING,NA,IDENTIFY,ID.GV,ID.GV-4,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-28,RISK FRAMING,NA,IDENTIFY,ID.RA,ID.RA-5,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-28,RISK FRAMING,NA,IDENTIFY,ID.RA,ID.RA-6,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-28,RISK FRAMING,NA,IDENTIFY,ID.RM,ID.RM-1,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-29,RISK MANAGEMENT PROGRAM LEADERSHIP ROLES,NA,IDENTIFY,ID.AM,ID.AM-6,NO,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-29,RISK MANAGEMENT PROGRAM LEADERSHIP ROLES,NA,IDENTIFY,ID.GV,ID.GV-2,NO,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-3,INFORMATION SECURITY AND PRIVACY RESOURCES,NA,IDENTIFY,ID.GV,ID.GV-4,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-30,SUPPLY CHAIN RISK MANAGEMENT STRATEGY,NA,IDENTIFY,ID.SC,ID.SC-1,NO,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-30(1),SUPPLIERS OF CRITICAL OR MISSION-ESSENTIAL ITEMS,NA,NA,NA,NA,NO,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-31,CONTINUOUS MONITORING STRATEGY,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-32,PURPOSING,NA,NA,NA,NA,NO,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-4,PLAN OF ACTION AND MILESTONES PROCESS,NA,IDENTIFY,ID.RA,ID.RA-1,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-4,PLAN OF ACTION AND MILESTONES PROCESS,NA,IDENTIFY,ID.RA,ID.RA-6,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-4,PLAN OF ACTION AND MILESTONES PROCESS,NA,RESPOND,RS.AN,RS.AN-5,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-5,SYSTEM INVENTORY,NA,IDENTIFY,ID.AM,ID.AM-1,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-5,SYSTEM INVENTORY,NA,IDENTIFY,ID.AM,ID.AM-4,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-5(1),INVENTORY OF PERSONALLY IDENTIFIABLE INFORMATION,NA,NA,NA,NA,YES,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-6,MEASURES OF PERFORMANCE,NA,PROTECT,PR.IP,PR.IP-7,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-7,ENTERPRISE ARCHITECTURE,NA,IDENTIFY,ID.GV,ID.GV-4,YES,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-7(1),OFFLOADING,NA,NA,NA,NA,NO,NO,NO,NO
O,PROGRAM MANAGEMENT,PM-8,CRITICAL INFRASTRUCTURE PLAN,NA,IDENTIFY,ID.BE,ID.BE-2,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-8,CRITICAL INFRASTRUCTURE PLAN,NA,IDENTIFY,ID.BE,ID.BE-4,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-8,CRITICAL INFRASTRUCTURE PLAN,NA,IDENTIFY,ID.RM,ID.RM-3,YES,NO,YES,NO
O,PROGRAM MANAGEMENT,PM-9,RISK MANAGEMENT STRATEGY,NA,IDENTIFY,ID.GV,ID.GV-4,YES,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-9,RISK MANAGEMENT STRATEGY,NA,IDENTIFY,ID.RA,ID.RA-4,YES,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-9,RISK MANAGEMENT STRATEGY,NA,IDENTIFY,ID.RA,ID.RA-6,YES,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-9,RISK MANAGEMENT STRATEGY,NA,IDENTIFY,ID.RM,ID.RM-1,YES,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-9,RISK MANAGEMENT STRATEGY,NA,IDENTIFY,ID.RM,ID.RM-2,YES,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-9,RISK MANAGEMENT STRATEGY,NA,IDENTIFY,ID.RM,ID.RM-3,YES,YES,YES,NO
O,PROGRAM MANAGEMENT,PM-9,RISK MANAGEMENT STRATEGY,NA,IDENTIFY,ID.SC,ID.SC-2,YES,YES,YES,NO
O,RISK ASSESSMENT,RA-1,POLICY AND PROCEDURES,L/M/H,DETECT,DE.DP,DE.DP-2,YES,NO,YES,YES
O,RISK ASSESSMENT,RA-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-1,YES,NO,YES,YES
O,RISK ASSESSMENT,RA-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-3,YES,NO,YES,YES
O,RISK ASSESSMENT,RA-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-4,YES,NO,YES,YES
O,RISK ASSESSMENT,RA-1,POLICY AND PROCEDURES,L/M/H,PROTECT,PR.IP,PR.IP-12,YES,NO,YES,YES
O,RISK ASSESSMENT,RA-1,POLICY AND PROCEDURES,L/M/H,RESPOND,RS.AN,RS.AN-5,YES,NO,YES,YES
O,RISK ASSESSMENT,RA-2,SECURITY CATEGORIZATION,L/M/H,IDENTIFY,ID.AM,ID.AM-5,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-2,SECURITY CATEGORIZATION,L/M/H,IDENTIFY,ID.GV,ID.GV-4,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-2,SECURITY CATEGORIZATION,L/M/H,IDENTIFY,ID.RA,ID.RA-4,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-2,SECURITY CATEGORIZATION,L/M/H,IDENTIFY,ID.RA,ID.RA-5,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-2(1),IMPACT-LEVEL PRIORITIZATION,NA,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,DETECT,DE.AE,DE.AE-4,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,IDENTIFY,ID.GV,ID.GV-4,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,IDENTIFY,ID.RA,ID.RA-1,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,IDENTIFY,ID.RA,ID.RA-3,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,IDENTIFY,ID.RA,ID.RA-4,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,IDENTIFY,ID.RA,ID.RA-5,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,IDENTIFY,ID.SC,ID.SC-2,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,PROTECT,PR.IP,PR.IP-12,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,RESPOND,RS.AN,RS.AN-2,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,RESPOND,RS.AN,RS.AN-4,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3,RISK ASSESSMENT,L/M/H,RESPOND,RS.MI,RS.MI-3,YES,YES,YES,YES
O,RISK ASSESSMENT,RA-3(1),SUPPLY CHAIN RISK ASSESSMENT,L/M/H,NA,NA,NA,NO,YES,NO,NO
O,RISK ASSESSMENT,RA-3(2),USE OF ALL-SOURCE INTELLIGENCE,NA,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-3(3),DYNAMIC THREAT AWARENESS,NA,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-3(4),PREDICTIVE CYBER ANALYTICS,NA,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-5,VULNERABILITY MONITORING AND SCANNING,L/M/H,DETECT,DE.AE,DE.AE-2,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-5,VULNERABILITY MONITORING AND SCANNING,L/M/H,DETECT,DE.CM,DE.CM-8,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-5,VULNERABILITY MONITORING AND SCANNING,L/M/H,DETECT,DE.DP,DE.DP-4,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-5,VULNERABILITY MONITORING AND SCANNING,L/M/H,DETECT,DE.DP,DE.DP-5,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-5,VULNERABILITY MONITORING AND SCANNING,L/M/H,IDENTIFY,ID.RA,ID.RA-1,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-5,VULNERABILITY MONITORING AND SCANNING,L/M/H,PROTECT,PR.IP,PR.IP-12,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-5,VULNERABILITY MONITORING AND SCANNING,L/M/H,RESPOND,RS.AN,RS.AN-1,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-5,VULNERABILITY MONITORING AND SCANNING,L/M/H,RESPOND,RS.MI,RS.MI-3,NO,YES,YES,YES
O,RISK ASSESSMENT,RA-5(10),CORRELATE SCANNING INFORMATION,NA,NA,NA,NA,NO,YES,NO,NO
O,RISK ASSESSMENT,RA-5(11),PUBLIC DISCLOSURE PROGRAM,L/M/H,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-5(2),UPDATE VULNERABILITIES TO BE SCANNED,L/M/H,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-5(3),BREADTH AND DEPTH OF COVERAGE,NA,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-5(4),DISCOVERABLE INFORMATION,H,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-5(5),PRIVILEGED ACCESS,M/H,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-5(6),AUTOMATED TREND ANALYSES,NA,NA,NA,NA,NO,YES,NO,NO
O,RISK ASSESSMENT,RA-5(8),REVIEW HISTORIC AUDIT LOGS,NA,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-6,TECHNICAL SURVEILLANCE COUNTERMEASURES SURVEY,NA,NA,NA,NA,NO,NO,NO,NO
O,RISK ASSESSMENT,RA-7,RISK RESPONSE,L/M/H,IDENTIFY,ID.RA,ID.RA-6,YES,NO,NO,YES
O,RISK ASSESSMENT,RA-7,RISK RESPONSE,L/M/H,RESPOND,RS.AN,RS.AN-5,YES,NO,NO,YES
O,RISK ASSESSMENT,RA-7,RISK RESPONSE,L/M/H,RESPOND,RS.MI,RS.MI-3,YES,NO,NO,YES
O,RISK ASSESSMENT,RA-8,PRIVACY IMPACT ASSESSMENTS,NA,NA,NA,NA,YES,NO,NO,NO
O,RISK ASSESSMENT,RA-9,CRITICALITY ANALYSIS,M/H,IDENTIFY,ID.AM,ID.AM-5,NO,NO,NO,YES
O,RISK ASSESSMENT,RA-9,CRITICALITY ANALYSIS,M/H,IDENTIFY,ID.BE,ID.BE-4,NO,NO,NO,YES
O,RISK ASSESSMENT,RA-9,CRITICALITY ANALYSIS,M/H,IDENTIFY,ID.BE,ID.BE-5,NO,NO,NO,YES
O,RISK ASSESSMENT,RA-9,CRITICALITY ANALYSIS,M/H,IDENTIFY,ID.RA,ID.RA-4,NO,NO,NO,YES
O,RISK ASSESSMENT,RA-9,CRITICALITY ANALYSIS,M/H,IDENTIFY,ID.RM,ID.RM-3,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-1,POLICY AND PROCEDURES,L/M/H,DETECT,DE.DP,DE.DP-2,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.BE,ID.BE-1,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-1,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.GV,ID.GV-3,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-1,POLICY AND PROCEDURES,L/M/H,IDENTIFY,ID.SC,ID.SC-1,NO,NO,NO,YES
O,SUPPLY CHAIN RISK MANAGEMENT,SR-10,INSPECTION OF SYSTEMS OR COMPONENTS,L/M/H,DETECT,DE.DP,DE.DP-2,NO,YES,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-11,COMPONENT AUTHENTICITY,L/M/H,NA,NA,NA,NO,NO,NO,NO
O,SUPPLY CHAIN RISK MANAGEMENT,SR-11(1),ANTI-COUNTERFEIT TRAINING,L/M/H,NA,NA,NA,NO,NO,NO,NO
